tags,context,found_helpful_data-review_yes_count,found_helpful_data-review_total_count,recommendation,review,reviewed_on,is_online_consult,recommends,patient_name,reply_text,replied_at,replier_name
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Invisible/Clear Braces,",0,0,YES,"Had my wisdom teeth removed and Invisalign done from Dental Life, highly recommend it! Prices were reasonable and have had no issues so far. Wait time is low as well.",2024-08-07 07:29:30,False,True,Verified Patient,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Dentofacial Orthopedics,",0,0,YES,"Dental Life is a truly exceptional dental care center! From the moment I walked in, the staff was warm and welcoming, making me feel at ease. The facility is modern and clean, creating a pleasant atmosphere. The dental professionals are highly skilled and knowledgeable, patiently addressing all my concerns. Their advanced technology and state-of-the-art equipment impressed me. The treatment I received was top-notch, and they emphasized preventive care, which I appreciated. I left Dental Life feeling confident in my dental health and knowing I had found a center I can trust. I highly recommend them for anyone seeking top-quality dental care.",2023-07-29 07:02:36,False,True,Avanendra Singh,,,
"Doctor friendliness,Treatment satisfaction,Value for money,","Teeth Reshaping,Metal Braces Fixing,",0,0,YES,"I have seen many dentists ,always in a hurry and not giving enough time to the patients.. but Dr. Mahima ma'am is different , she listens to the problem very patiently and has a better understanding in comparison to others ..in fact once I had a appointment with MAMC dentist ..so she was in a hurry , annoyed and was not patient about listening to things... I felt wierd but when I met Dr. Mahima ma'am my POV towards dentists totally changed..🙂. I remember Dr. Mahima said in one of her interviews that sh is very passionate about her work and looks forward to learn something new every single day.. and I have seen other ppl as well commending on her work..
I am very satisfied by her service that she is providing us...
Thank you so much ma'am 🙏",2022-10-28 07:37:46,False,True,Kashvi Simriyal,"Kashvi you have such a beautiful heart. Thank you so much for you kind words. It is truly my pleasure to strive towards giving you the best smile ever. 
My heartfelt gratitude towards you. 
Regards 
Dr. Mahima Nanda ",2022-10-31T07:09:09+0000,Dr. Mahima Nanda
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Metal Braces Fixing,",0,0,YES,"Dr. Mahima is an expert doctor for her knowledge of subject & latest treatment methods, friendly & advices & performs to the best of your satisfaction.
She is open minded and pursue you towards the right direction if your treatment is longish. 
Apart from dentist for all age groups, She specialises in Paediatric dentistry too & has a positive outlook, way of dealing with children & keeping them motivated. 
I consulted for my daughter’s braces & associated for almost 4 years now, found her & her team very co-operative & happy for my decision of choosing her. Also, for surgeries she will provide you with the right surgeon & you’ll have a best exp.
Also, i will recommend her for one of the best dentist in city 
Thanks Mahima & team…thumbs up 👍",2022-07-10 05:14:48,False,True,Ruchi Rai,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,",,0,0,YES,"It was a really good experience for me personally. 
I had been in constant pain for the past 2 years. With Dr. Mahima & Dr. Shalini's assistance and guidance the root canal went quite smoothly. They did not give me any false assurance and we're upfront with their pricing and their treatment. I would definitely recommend Dental Life Gurgaon.",2023-12-13 12:40:43,False,True,shubham upamnyu,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Invisible/Clear Braces,",0,0,YES,I've had a really good experience at Dental Life on my visits so far. Dr. Mahima is a very kind & patient human being who listens to her patients empathetically. Clinic is equipped with all modern facilities and is managed by very well-behaved assistants & staff members. I would definitely recommend this place.,2023-07-12 14:11:20,False,True,Ashwani Kumar,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Misaligned Teeth,Crowded Teeth,",0,0,YES,I went to Dr. Mahima and her team to get orthodontic treatment. My treatment started couple of months ago and I have already started to see the changes. The best thing about their clinic is that unlike other places Dr. Mahima is herself an Orthodontist. So there is no visiting doctor and she is always available to help me with all my braces related issues. I am looking forward to seeing the final results of my smile. I highly recommend this clinic for excellent dental care. ,2023-07-05 05:50:17,False,True,avantika,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Dental Fillings,Post and Core,RCT - Root Canal Treatment,Crowns and Bridges Fixing,Dental Examinations,",0,0,YES,"Dr. Kapoor was very professional and she explained the process very well. She made a very good schedule to do the treatment. She provided very professional specialists for the treatmentes. The treatments were done on schedule. 
Dr. Kapoor, and her assistant Dr. Shalini and Dr. Mritunjay were very kind, gentle, friendly and understanding. 
I was very happy to choose her clinic for my treatment.
I do  recommend her very strongly.",2022-11-10 15:03:52,False,True,Aneeka Bagga,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Invisible/Clear Braces,",0,0,YES,"Had my wisdom teeth removed and Invisalign done from Dental Life, highly recommend it! Prices were reasonable and have had no issues so far. Wait time is low as well.",2024-08-07 07:29:30,False,True,Verified Patient,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Dentofacial Orthopedics,",0,0,YES,"Dental Life is a truly exceptional dental care center! From the moment I walked in, the staff was warm and welcoming, making me feel at ease. The facility is modern and clean, creating a pleasant atmosphere. The dental professionals are highly skilled and knowledgeable, patiently addressing all my concerns. Their advanced technology and state-of-the-art equipment impressed me. The treatment I received was top-notch, and they emphasized preventive care, which I appreciated. I left Dental Life feeling confident in my dental health and knowing I had found a center I can trust. I highly recommend them for anyone seeking top-quality dental care.",2023-07-29 07:02:36,False,True,Avanendra Singh,,,
