tags,context,found_helpful_data-review_yes_count,found_helpful_data-review_total_count,recommendation,review,reviewed_on,is_online_consult,recommends,patient_name,reply_text,replied_at,replier_name
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Tooth Extraction,Implants(Fixed Teeth),Dental Implant Fixing,",0,0,YES,"A great overall experience. Had first visited Dr. Ruchir for an issue related to my wisdom tooth which had been troubling me. He first did a gum treatment there which kept things fine for more than a year. But when the problem recurred, he removed it for me very painlessly and I felt comfortable during the procedure as well as after it. Thereafter I also got a missing molar replaced by him with a dental implant and a cap. Everything has gone very well for me and I am very satisfied with both his approach to his patients as well as his treatment planning and performance of the procedures. Would happily recommend him and his team including Dr. Sony and others.",2021-05-01 10:34:27,False,True,Abhishek,,,
"Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Oral & Maxillofacial Surgery,",0,0,YES,"Hidden in South Ex Part 1Just behind the Market in the still residential part of south Ext. is this Gem 💎 of a Dental clinic, with very caring, patient friendly, and very positive set of Doctors Dr. Ruchir Mishra and all. Correct and precise treatment, a very patient and detailed explanation  of actual problem in your teeth, and a ""patient first"" professionalism  to be inspired by. In this Dental patient's heaven one can be assured best treatment at most appropriate cost. Unlike the money driven clinics, here one can be assured No hidden charges, X-rays or additional not required procedures are ever pushed on patient. It is such a refreshingly positive experience whenever I visit them for my dental issues. I highly recommend Smilecraft South Ex Part1 and Dr. Mishra to everyone looking for best dental treatment. ",2020-07-19 06:38:14,False,True,Gautam Srivastava,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Tooth Extraction,Implants(Fixed Teeth),Dental Implant Fixing,",0,0,YES,"A great overall experience. Had first visited Dr. Ruchir for an issue related to my wisdom tooth which had been troubling me. He first did a gum treatment there which kept things fine for more than a year. But when the problem recurred, he removed it for me very painlessly and I felt comfortable during the procedure as well as after it. Thereafter I also got a missing molar replaced by him with a dental implant and a cap. Everything has gone very well for me and I am very satisfied with both his approach to his patients as well as his treatment planning and performance of the procedures. Would happily recommend him and his team including Dr. Sony and others.",2021-05-01 10:34:27,False,True,Abhishek,,,
"Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Oral & Maxillofacial Surgery,",0,0,YES,"Hidden in South Ex Part 1Just behind the Market in the still residential part of south Ext. is this Gem 💎 of a Dental clinic, with very caring, patient friendly, and very positive set of Doctors Dr. Ruchir Mishra and all. Correct and precise treatment, a very patient and detailed explanation  of actual problem in your teeth, and a ""patient first"" professionalism  to be inspired by. In this Dental patient's heaven one can be assured best treatment at most appropriate cost. Unlike the money driven clinics, here one can be assured No hidden charges, X-rays or additional not required procedures are ever pushed on patient. It is such a refreshingly positive experience whenever I visit them for my dental issues. I highly recommend Smilecraft South Ex Part1 and Dr. Mishra to everyone looking for best dental treatment. ",2020-07-19 06:38:14,False,True,Gautam Srivastava,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,","Wisdom Teeth,",0,0,YES,I had an amazing experience with Dr. Ruchir. He took the proper time to understand my situation and assessed it carefully before recommending anything. He explained the solution well and patiently. I am extremely satisfied with the treatment and the safety precautions that were followed.,2020-09-13 17:40:48,False,True,Aarushi Tiwari,,,
"Treatment satisfaction,","Scaling / Polishing,Dental Fillings,",0,0,YES,"Visiting Dr Ruchir for treatment, it's always reassuring to feel you are under very trusted and highly abled hands. Explaining the nitty gritty of the whole disease process allays your anxiety besides the cure of the physical ailment. He does exactly that and the conduct of the entire treatment process is highly professional.",2020-08-09 09:40:52,False,True,Tiso,,,
"Doctor friendliness,Explanation of the health issue,Treatment satisfaction,Value for money,Wait time,",,0,0,YES,"It was s verybghod experience. Doctors are very friendly, and they gave proper understanding of my problem and solution for the same. Treatment provided for my problem was very good!",2023-01-13 03:26:57,False,True,Raj Khandelwal ,,,
"Doctor friendliness,Treatment satisfaction,Explanation of the health issue,","Cosmetic Filling,Dental Braces Fixing,",0,0,YES,Was a great association with Dr Ruchir and Dr Sony lasting for over 8mnths. Would surely recommend a visit.,2020-08-24 06:52:55,False,True,YASHU NAGAR,,,
"Treatment satisfaction,","RCT - Root Canal Treatment,",0,0,YES,A very friendly and personalized experience . The health issue and treatment proposed was well explained. Very satisfied.,2020-07-19 06:51:37,False,True,Arun ,,,
"Explanation of the health issue,Wait time,Doctor friendliness,","Dental Fillings,",0,0,YES,I really appreciate the prompt redressal of my dental issues and general guidance provided for maintaining good central hygiene,2021-01-13 02:11:33,False,True,Verified Patient,,,
